Entity,Code,Day,people_vaccinated
Turks and Caicos Islands,TCA,2021-02-08,6433
Turks and Caicos Islands,TCA,2021-03-14,11283
Turks and Caicos Islands,TCA,2021-03-21,12935
Uganda,UGA,2021-03-09,0
Uganda,UGA,2021-03-12,1015
Uganda,UGA,2021-03-13,1215
Uganda,UGA,2021-03-14,1215
Uganda,UGA,2021-03-15,2841
Uganda,UGA,2021-03-16,4684
Uganda,UGA,2021-03-17,7920
Uganda,UGA,2021-03-18,13027
Uganda,UGA,2021-03-19,17543
Uganda,UGA,2021-03-20,19008
Uganda,UGA,2021-03-21,23527
Uganda,UGA,2021-03-22,25860
Uganda,UGA,2021-03-23,32526
Uganda,UGA,2021-03-24,46444
Uganda,UGA,2021-03-25,46664
Uganda,UGA,2021-03-26,46664
Uganda,UGA,2021-03-27,60139
Uganda,UGA,2021-03-28,69701
Uganda,UGA,2021-03-29,80836
Uganda,UGA,2021-03-30,90196
Ukraine,UKR,2021-02-24,159
Ukraine,UKR,2021-02-25,1338
Ukraine,UKR,2021-02-26,3051
Ukraine,UKR,2021-02-27,3141
Ukraine,UKR,2021-03-01,4905
Ukraine,UKR,2021-03-02,6888
Ukraine,UKR,2021-03-03,9568
Ukraine,UKR,2021-03-04,12481
Ukraine,UKR,2021-03-05,15758
Ukraine,UKR,2021-03-06,17037
Ukraine,UKR,2021-03-07,17947
Ukraine,UKR,2021-03-08,19118
Ukraine,UKR,2021-03-09,23480
Ukraine,UKR,2021-03-10,29378
Ukraine,UKR,2021-03-11,38237
Ukraine,UKR,2021-03-12,47541
Ukraine,UKR,2021-03-13,51137
Ukraine,UKR,2021-03-14,53155
Ukraine,UKR,2021-03-15,62083
Ukraine,UKR,2021-03-17,92713
Ukraine,UKR,2021-03-19,104341
Ukraine,UKR,2021-03-20,108309
Ukraine,UKR,2021-03-21,111024
Ukraine,UKR,2021-03-22,121928
Ukraine,UKR,2021-03-23,155586
Ukraine,UKR,2021-03-25,192263
Ukraine,UKR,2021-03-28,198464
Ukraine,UKR,2021-03-29,212896
Ukraine,UKR,2021-03-30,231564
Ukraine,UKR,2021-03-31,248734
Ukraine,UKR,2021-04-01,267833
United Arab Emirates,ARE,2021-01-10,836568
United Arab Emirates,ARE,2021-02-23,3480415
United Kingdom,GBR,2020-12-13,86465
United Kingdom,GBR,2020-12-20,675286
United Kingdom,GBR,2020-12-27,1005073
United Kingdom,GBR,2021-01-03,1380430
United Kingdom,GBR,2021-01-10,2286572
United Kingdom,GBR,2021-01-11,2431648
United Kingdom,GBR,2021-01-12,2639309
United Kingdom,GBR,2021-01-13,2918252
United Kingdom,GBR,2021-01-14,3234946
United Kingdom,GBR,2021-01-15,3576263
United Kingdom,GBR,2021-01-16,3872394
United Kingdom,GBR,2021-01-17,4062501
United Kingdom,GBR,2021-01-18,4266577
United Kingdom,GBR,2021-01-19,4609740
United Kingdom,GBR,2021-01-20,4973248
United Kingdom,GBR,2021-01-21,5383103
United Kingdom,GBR,2021-01-22,5861351
United Kingdom,GBR,2021-01-23,6353321
United Kingdom,GBR,2021-01-24,6573570
United Kingdom,GBR,2021-01-25,6853327
United Kingdom,GBR,2021-01-26,7164387
United Kingdom,GBR,2021-01-27,7476765
United Kingdom,GBR,2021-01-28,7891184
United Kingdom,GBR,2021-01-29,8378940
United Kingdom,GBR,2021-01-30,8977329
United Kingdom,GBR,2021-01-31,9296367
United Kingdom,GBR,2021-02-01,9646715
United Kingdom,GBR,2021-02-02,10021471
United Kingdom,GBR,2021-02-03,10490487
United Kingdom,GBR,2021-02-04,10971047
United Kingdom,GBR,2021-02-05,11465210
United Kingdom,GBR,2021-02-06,12015018
United Kingdom,GBR,2021-02-07,12294006
United Kingdom,GBR,2021-02-08,12646486
United Kingdom,GBR,2021-02-09,13058298
United Kingdom,GBR,2021-02-10,13509108
United Kingdom,GBR,2021-02-11,14012224
United Kingdom,GBR,2021-02-12,14556827
United Kingdom,GBR,2021-02-13,15062189
United Kingdom,GBR,2021-02-14,15300151
United Kingdom,GBR,2021-02-15,15576107
United Kingdom,GBR,2021-02-16,15940972
United Kingdom,GBR,2021-02-17,16423082
United Kingdom,GBR,2021-02-18,16875536
United Kingdom,GBR,2021-02-19,17247442
United Kingdom,GBR,2021-02-20,17582121
United Kingdom,GBR,2021-02-21,17723840
United Kingdom,GBR,2021-02-22,17916181
United Kingdom,GBR,2021-02-23,18242873
United Kingdom,GBR,2021-02-24,18691835
United Kingdom,GBR,2021-02-25,19177555
United Kingdom,GBR,2021-02-26,19682048
United Kingdom,GBR,2021-02-27,20089551
United Kingdom,GBR,2021-02-28,20275451
United Kingdom,GBR,2021-03-01,20478619
United Kingdom,GBR,2021-03-02,20703615
United Kingdom,GBR,2021-03-03,20982571
United Kingdom,GBR,2021-03-04,21358815
United Kingdom,GBR,2021-03-05,21796278
United Kingdom,GBR,2021-03-06,22213112
United Kingdom,GBR,2021-03-07,22377255
United Kingdom,GBR,2021-03-08,22592528
United Kingdom,GBR,2021-03-09,22809829
United Kingdom,GBR,2021-03-10,23053716
United Kingdom,GBR,2021-03-11,23314525
United Kingdom,GBR,2021-03-12,23684103
United Kingdom,GBR,2021-03-13,24196211
United Kingdom,GBR,2021-03-14,24453221
United Kingdom,GBR,2021-03-15,24839906
United Kingdom,GBR,2021-03-16,25273226
United Kingdom,GBR,2021-03-17,25735472
United Kingdom,GBR,2021-03-18,26263732
United Kingdom,GBR,2021-03-19,26878662
United Kingdom,GBR,2021-03-20,27630970
United Kingdom,GBR,2021-03-21,27997976
United Kingdom,GBR,2021-03-22,28327873
United Kingdom,GBR,2021-03-23,28653523
United Kingdom,GBR,2021-03-24,28991188
United Kingdom,GBR,2021-03-25,29316130
United Kingdom,GBR,2021-03-26,29727435
United Kingdom,GBR,2021-03-27,30151736
United Kingdom,GBR,2021-03-28,30445284
United Kingdom,GBR,2021-03-29,30682093
United Kingdom,GBR,2021-03-30,30908010
United Kingdom,GBR,2021-03-31,31147444
United Kingdom,GBR,2021-04-01,31301267
United States,USA,2020-12-20,556208
United States,USA,2020-12-21,614117
United States,USA,2020-12-23,1008025
United States,USA,2020-12-26,1944585
United States,USA,2020-12-28,2127143
United States,USA,2020-12-30,2794588
United States,USA,2021-01-02,4225756
United States,USA,2021-01-04,4563260
United States,USA,2021-01-05,4836469
United States,USA,2021-01-06,5306797
United States,USA,2021-01-07,5919418
United States,USA,2021-01-08,6688231
United States,USA,2021-01-11,8987322
United States,USA,2021-01-12,9327138
United States,USA,2021-01-14,9690757
United States,USA,2021-01-15,10595866
United States,USA,2021-01-19,13595803
United States,USA,2021-01-20,14270441
United States,USA,2021-01-21,15053257
United States,USA,2021-01-22,16243093
United States,USA,2021-01-23,17390345
United States,USA,2021-01-24,18502131
United States,USA,2021-01-25,19252279
United States,USA,2021-01-26,19902237
United States,USA,2021-01-27,20687970
United States,USA,2021-01-28,21698606
United States,USA,2021-01-29,22858318
United States,USA,2021-01-30,24064165
United States,USA,2021-01-31,25201143
United States,USA,2021-02-01,26023153
United States,USA,2021-02-02,26440836
United States,USA,2021-02-03,27154956
United States,USA,2021-02-04,27905197
United States,USA,2021-02-05,28909497
United States,USA,2021-02-06,30250964
United States,USA,2021-02-07,31579100
United States,USA,2021-02-08,32340146
United States,USA,2021-02-09,32867213
United States,USA,2021-02-10,33783384
United States,USA,2021-02-11,34723964
United States,USA,2021-02-12,35834855
United States,USA,2021-02-13,37056122
United States,USA,2021-02-14,38292270
United States,USA,2021-02-16,39670551
United States,USA,2021-02-17,40268009
United States,USA,2021-02-18,41021049
United States,USA,2021-02-19,41977401
United States,USA,2021-02-20,42809595
United States,USA,2021-02-21,43628092
United States,USA,2021-02-22,44138118
United States,USA,2021-02-23,44544969
United States,USA,2021-02-24,45237143
United States,USA,2021-02-25,46074392
United States,USA,2021-02-26,47184199
United States,USA,2021-02-27,48435536
United States,USA,2021-02-28,49772180
United States,USA,2021-03-01,50732997
United States,USA,2021-03-02,51755447
United States,USA,2021-03-03,52855579
United States,USA,2021-03-04,54035670
United States,USA,2021-03-05,55547697
United States,USA,2021-03-06,57358849
United States,USA,2021-03-07,58873710
United States,USA,2021-03-08,60005231
United States,USA,2021-03-09,61088527
United States,USA,2021-03-10,62451150
United States,USA,2021-03-11,64071674
United States,USA,2021-03-12,65965305
United States,USA,2021-03-13,68884011
United States,USA,2021-03-14,69784210
United States,USA,2021-03-15,71054445
United States,USA,2021-03-16,72135616
United States,USA,2021-03-17,73669956
United States,USA,2021-03-18,75495716
United States,USA,2021-03-19,77230061
United States,USA,2021-03-20,79367225
United States,USA,2021-03-21,81415769
United States,USA,2021-03-22,82772416
United States,USA,2021-03-23,83930495
United States,USA,2021-03-24,85472166
United States,USA,2021-03-25,87343622
United States,USA,2021-03-26,89559225
United States,USA,2021-03-27,91707729
United States,USA,2021-03-28,93631163
United States,USA,2021-03-29,95015762
United States,USA,2021-03-30,96044046
United States,USA,2021-03-31,97593290
United States,USA,2021-04-01,99565311
United States,USA,2021-04-02,101804762
Uruguay,URY,2021-02-27,373
Uruguay,URY,2021-02-28,373
Uruguay,URY,2021-03-01,18390
Uruguay,URY,2021-03-02,33099
Uruguay,URY,2021-03-03,54390
Uruguay,URY,2021-03-04,63364
Uruguay,URY,2021-03-05,72557
Uruguay,URY,2021-03-06,72557
Uruguay,URY,2021-03-07,72557
Uruguay,URY,2021-03-08,100656
Uruguay,URY,2021-03-09,122445
Uruguay,URY,2021-03-10,147583
Uruguay,URY,2021-03-11,169934
Uruguay,URY,2021-03-12,192659
Uruguay,URY,2021-03-13,203077
Uruguay,URY,2021-03-14,203077
Uruguay,URY,2021-03-15,214703
Uruguay,URY,2021-03-16,220937
Uruguay,URY,2021-03-17,228807
Uruguay,URY,2021-03-18,265278
Uruguay,URY,2021-03-19,301100
Uruguay,URY,2021-03-20,313531
Uruguay,URY,2021-03-21,313536
Uruguay,URY,2021-03-22,350752
Uruguay,URY,2021-03-23,385458
Uruguay,URY,2021-03-24,419964
Uruguay,URY,2021-03-25,462391
Uruguay,URY,2021-03-26,503339
Uruguay,URY,2021-03-27,516062
Uruguay,URY,2021-03-28,516063
Uruguay,URY,2021-03-29,552249
Uruguay,URY,2021-03-30,589492
Uruguay,URY,2021-03-31,622671
Uruguay,URY,2021-04-01,663677
Uruguay,URY,2021-04-02,704237
Venezuela,VEN,2021-02-17,0
Venezuela,VEN,2021-02-22,157
Venezuela,VEN,2021-03-04,12194
Venezuela,VEN,2021-03-26,14223
Vietnam,VNM,2021-03-07,0
Vietnam,VNM,2021-03-08,377
Vietnam,VNM,2021-03-09,522
Vietnam,VNM,2021-03-10,955
Vietnam,VNM,2021-03-11,1585
Vietnam,VNM,2021-03-12,5248
Vietnam,VNM,2021-03-13,10041
Vietnam,VNM,2021-03-14,11605
Vietnam,VNM,2021-03-15,15865
Vietnam,VNM,2021-03-16,20695
Vietnam,VNM,2021-03-17,24054
Vietnam,VNM,2021-03-18,27546
Vietnam,VNM,2021-03-19,30971
Vietnam,VNM,2021-03-20,32361
Vietnam,VNM,2021-03-21,33891
Vietnam,VNM,2021-03-22,36082
Vietnam,VNM,2021-03-23,37911
Vietnam,VNM,2021-03-24,39817
Vietnam,VNM,2021-03-25,42225
Vietnam,VNM,2021-03-26,44000
Vietnam,VNM,2021-03-27,44278
Vietnam,VNM,2021-03-28,45140
Vietnam,VNM,2021-03-29,46416
Vietnam,VNM,2021-03-30,48256
Wales,,2020-12-13,8257
Wales,,2020-12-20,24056
Wales,,2020-12-27,36551
Wales,,2021-01-03,50756
Wales,,2021-01-10,86039
Wales,,2021-01-11,91239
Wales,,2021-01-12,101371
Wales,,2021-01-13,112973
Wales,,2021-01-14,126375
Wales,,2021-01-17,151737
Wales,,2021-01-18,161932
Wales,,2021-01-19,175816
Wales,,2021-01-20,190435
Wales,,2021-01-21,212317
Wales,,2021-01-22,240547
Wales,,2021-01-23,264538
Wales,,2021-01-24,270833
Wales,,2021-01-25,289566
Wales,,2021-01-26,312305
Wales,,2021-01-27,336071
Wales,,2021-01-28,362253
Wales,,2021-01-29,378200
Wales,,2021-01-30,403463
Wales,,2021-01-31,416306
Wales,,2021-02-01,439640
Wales,,2021-02-02,462497
Wales,,2021-02-03,490570
Wales,,2021-02-04,523042
Wales,,2021-02-05,556997
Wales,,2021-02-06,589622
Wales,,2021-02-07,603976
Wales,,2021-02-08,628760
Wales,,2021-02-09,655419
Wales,,2021-02-10,684097
Wales,,2021-02-11,715944
Wales,,2021-02-12,749445
Wales,,2021-02-13,771651
Wales,,2021-02-14,784809
Wales,,2021-02-15,795927
Wales,,2021-02-16,807351
Wales,,2021-02-17,822633
Wales,,2021-02-18,839065
Wales,,2021-02-19,853904
Wales,,2021-02-20,860083
Wales,,2021-02-21,862248
Wales,,2021-02-22,869653
Wales,,2021-02-23,878506
Wales,,2021-02-24,889270
Wales,,2021-02-25,902334
Wales,,2021-02-26,916336
Wales,,2021-02-27,923615
Wales,,2021-02-28,925669
Wales,,2021-03-01,933485
Wales,,2021-03-02,942017
Wales,,2021-03-03,951540
Wales,,2021-03-04,967042
Wales,,2021-03-05,983419
Wales,,2021-03-06,995059
Wales,,2021-03-07,998296
Wales,,2021-03-08,1007391
Wales,,2021-03-09,1019210
Wales,,2021-03-10,1034141
Wales,,2021-03-11,1056787
Wales,,2021-03-12,1084329
Wales,,2021-03-13,1113498
Wales,,2021-03-14,1122931
Wales,,2021-03-15,1139866
Wales,,2021-03-16,1157251
Wales,,2021-03-17,1180155
Wales,,2021-03-18,1204101
Wales,,2021-03-19,1231830
Wales,,2021-03-20,1258769
Wales,,2021-03-21,1273186
Wales,,2021-03-22,1288250
Wales,,2021-03-23,1302974
Wales,,2021-03-24,1320188
Wales,,2021-03-25,1341620
Wales,,2021-03-26,1365355
Wales,,2021-03-27,1387583
Wales,,2021-03-28,1400750
Wales,,2021-03-29,1413710
Wales,,2021-03-30,1427183
Wales,,2021-03-31,1443885
World,OWID_WRL,2020-12-13,86465
World,OWID_WRL,2020-12-14,86465
World,OWID_WRL,2020-12-15,114965
World,OWID_WRL,2020-12-16,114965
World,OWID_WRL,2020-12-17,114965
World,OWID_WRL,2020-12-18,114965
World,OWID_WRL,2020-12-19,115026
World,OWID_WRL,2020-12-20,1267427
World,OWID_WRL,2020-12-21,1350207
World,OWID_WRL,2020-12-22,1418317
World,OWID_WRL,2020-12-23,1914004
World,OWID_WRL,2020-12-24,2001747
World,OWID_WRL,2020-12-25,2045435
World,OWID_WRL,2020-12-26,3018700
World,OWID_WRL,2020-12-27,3509755
World,OWID_WRL,2020-12-28,3867705
World,OWID_WRL,2020-12-29,4111300
World,OWID_WRL,2020-12-30,5076549
World,OWID_WRL,2020-12-31,5337161
World,OWID_WRL,2021-01-01,5443872
World,OWID_WRL,2021-01-02,7802356
World,OWID_WRL,2021-01-03,8414320
World,OWID_WRL,2021-01-04,9194496
World,OWID_WRL,2021-01-05,9898454
World,OWID_WRL,2021-01-06,10723225
World,OWID_WRL,2021-01-07,12043630
World,OWID_WRL,2021-01-08,13301376
World,OWID_WRL,2021-01-09,13585943
World,OWID_WRL,2021-01-10,15563568
World,OWID_WRL,2021-01-11,18501295
World,OWID_WRL,2021-01-12,19558699
World,OWID_WRL,2021-01-13,20751476
World,OWID_WRL,2021-01-14,22179188
World,OWID_WRL,2021-01-15,24118330
World,OWID_WRL,2021-01-16,24942823
World,OWID_WRL,2021-01-17,25541772
World,OWID_WRL,2021-01-18,26670035
World,OWID_WRL,2021-01-19,30831941
World,OWID_WRL,2021-01-20,32858419
World,OWID_WRL,2021-01-21,35038623
World,OWID_WRL,2021-01-22,37912408
World,OWID_WRL,2021-01-23,40343103
World,OWID_WRL,2021-01-24,42251834
World,OWID_WRL,2021-01-25,44348299
World,OWID_WRL,2021-01-26,46074918
World,OWID_WRL,2021-01-27,48602834
World,OWID_WRL,2021-01-28,51505932
World,OWID_WRL,2021-01-29,54336519
World,OWID_WRL,2021-01-30,56964629
World,OWID_WRL,2021-01-31,59087193
World,OWID_WRL,2021-02-01,60898020
World,OWID_WRL,2021-02-02,62596720
World,OWID_WRL,2021-02-03,64964036
World,OWID_WRL,2021-02-04,67963028
World,OWID_WRL,2021-02-05,70846105
World,OWID_WRL,2021-02-06,73733116
World,OWID_WRL,2021-02-07,75961838
World,OWID_WRL,2021-02-08,78455523
World,OWID_WRL,2021-02-09,80811148
World,OWID_WRL,2021-02-10,85209703
World,OWID_WRL,2021-02-11,88373698
World,OWID_WRL,2021-02-12,94632504
World,OWID_WRL,2021-02-13,97745076
World,OWID_WRL,2021-02-14,100572695
World,OWID_WRL,2021-02-15,102739382
World,OWID_WRL,2021-02-16,106472284
World,OWID_WRL,2021-02-17,109589909
World,OWID_WRL,2021-02-18,113292569
World,OWID_WRL,2021-02-19,118828669
World,OWID_WRL,2021-02-20,121449893
World,OWID_WRL,2021-02-21,123449123
World,OWID_WRL,2021-02-22,125939688
World,OWID_WRL,2021-02-23,131332961
World,OWID_WRL,2021-02-24,134954661
World,OWID_WRL,2021-02-25,138636762
World,OWID_WRL,2021-02-26,142468064
World,OWID_WRL,2021-02-27,145726654
World,OWID_WRL,2021-02-28,148657566
World,OWID_WRL,2021-03-01,154194829
World,OWID_WRL,2021-03-02,158491743
World,OWID_WRL,2021-03-03,163373073
World,OWID_WRL,2021-03-04,168994469
World,OWID_WRL,2021-03-05,174615324
World,OWID_WRL,2021-03-06,179584015
World,OWID_WRL,2021-03-07,183357441
World,OWID_WRL,2021-03-08,188537832
World,OWID_WRL,2021-03-09,193433804
World,OWID_WRL,2021-03-10,199595117
World,OWID_WRL,2021-03-11,204732475
World,OWID_WRL,2021-03-12,211574849
World,OWID_WRL,2021-03-13,219095131
World,OWID_WRL,2021-03-14,221942982
World,OWID_WRL,2021-03-15,228922947
World,OWID_WRL,2021-03-16,234106292
World,OWID_WRL,2021-03-17,240654433
World,OWID_WRL,2021-03-18,247253068
World,OWID_WRL,2021-03-19,254154227
World,OWID_WRL,2021-03-20,261981123
World,OWID_WRL,2021-03-21,266045356
World,OWID_WRL,2021-03-22,273965138
World,OWID_WRL,2021-03-23,281146732
World,OWID_WRL,2021-03-24,289009425
World,OWID_WRL,2021-03-25,296351088
World,OWID_WRL,2021-03-26,305015923
World,OWID_WRL,2021-03-27,311698066
World,OWID_WRL,2021-03-28,316027944
World,OWID_WRL,2021-03-29,322582671
World,OWID_WRL,2021-03-30,328474314
World,OWID_WRL,2021-03-31,337703646
World,OWID_WRL,2021-04-01,346325957
World,OWID_WRL,2021-04-02,355174979
Zimbabwe,ZWE,2021-02-18,0
Zimbabwe,ZWE,2021-02-22,1314
Zimbabwe,ZWE,2021-02-23,4041
Zimbabwe,ZWE,2021-02-24,7872
Zimbabwe,ZWE,2021-02-25,11007
Zimbabwe,ZWE,2021-02-26,12579
Zimbabwe,ZWE,2021-02-27,15705
Zimbabwe,ZWE,2021-02-28,18843
Zimbabwe,ZWE,2021-03-01,21456
Zimbabwe,ZWE,2021-03-02,25077
Zimbabwe,ZWE,2021-03-03,27970
Zimbabwe,ZWE,2021-03-04,30658
Zimbabwe,ZWE,2021-03-05,31325
Zimbabwe,ZWE,2021-03-06,32014
Zimbabwe,ZWE,2021-03-07,32240
Zimbabwe,ZWE,2021-03-08,35518
Zimbabwe,ZWE,2021-03-09,35761
Zimbabwe,ZWE,2021-03-10,35901
Zimbabwe,ZWE,2021-03-11,36019
Zimbabwe,ZWE,2021-03-12,36283
Zimbabwe,ZWE,2021-03-13,36359
Zimbabwe,ZWE,2021-03-14,36359
Zimbabwe,ZWE,2021-03-15,37660
Zimbabwe,ZWE,2021-03-16,39550
Zimbabwe,ZWE,2021-03-17,39607
Zimbabwe,ZWE,2021-03-18,40002
Zimbabwe,ZWE,2021-03-19,41687
Zimbabwe,ZWE,2021-03-20,42210
Zimbabwe,ZWE,2021-03-21,42729
Zimbabwe,ZWE,2021-03-22,43294
Zimbabwe,ZWE,2021-03-23,44135
Zimbabwe,ZWE,2021-03-24,49404
Zimbabwe,ZWE,2021-03-25,54892
Zimbabwe,ZWE,2021-03-26,61093
Zimbabwe,ZWE,2021-03-27,65466
Zimbabwe,ZWE,2021-03-28,68511
Zimbabwe,ZWE,2021-03-29,69751
Zimbabwe,ZWE,2021-03-30,72944
Zimbabwe,ZWE,2021-03-31,76995
Zimbabwe,ZWE,2021-04-01,87791
Zimbabwe,ZWE,2021-04-02,103815
